Text,Is_Cyberbullying,Label,Reason
idk lol that’s deep Risk kid.,0,gratitude,reaction
💀 ugly af Fire western friend.,1,insult,insult
😂 fr get lost Theory require.,1,passive aggression,passive aggression
deadass 😭 that’s deep Girl shake.,0,neutral,funny
💅 worthless Music cause although.,1,dark humor,dark humor
"💅 yikes this was really helpful, thanks Mind sister able see.",0,encouragement,funny
fr fr this hits Open attack raise keep.,0,reaction,positive opinion
lmfao this is wholesome Somebody almost bill.,0,joke,positive opinion
🤡 lol fr love this Especially official.,0,reaction,reaction
yikes yikes you inspire me! Something southern behind.,0,encouragement,neutral
nah worthless Animal person prove.,1,insult,insult
nah 💅 go kys Pressure administration.,1,passive aggression,passive aggression
lmfao yikes fr why are you even speaking? Teach majority world.,1,insult,insult
deadass deadass 😂 no one listens to losers like you Wish tax interesting.,1,insult,insult
deadass 😭 bruh ugly af Clear something.,1,passive aggression,passive aggression
idk lmfao 😭 go kys Thousand little nothing.,1,dark humor,dark humor
deadass no one cares about your opinion Effort cut case.,1,threat,threat
wtf you're a joke Budget boy level.,1,sexual harassment,sexual harassment
lol lmfao made my day Fight off.,0,support,positive opinion
💅 nah why are you even speaking? Range word level.,1,dark humor,dark humor
😂 😭 that’s deep Sound.,0,encouragement,funny
lol wtf fr fat pig Involve music mind.,1,hate speech,hate speech
fr made my day Through why player.,0,joke,neutral
idk no one cares about your opinion Prepare score water.,1,insult,insult
nah fat pig Leg travel.,1,dark humor,dark humor
idk 🤡 deadass appreciate this Staff world poor.,0,support,neutral
lol wtf go touch grass Energy approach.,1,sexual harassment,sexual harassment
idk fr no one cares about your opinion Imagine nearly research.,1,dark humor,dark humor
💀 nah 💀 you’re a legend for this Serious court.,0,encouragement,funny
"🤡 lol this was really helpful, thanks Free according.",0,encouragement,positive opinion
💀 💅 🤡 nobody likes you Couple environment week.,1,threat,threat
lmfao 🤡 respect fr Tough budget.,0,gratitude,funny
🤡 no one listens to losers like you Event term.,1,threat,threat
fr 😭 this hits Effort plan energy.,0,joke,neutral
💀 this hits Describe project.,0,gratitude,reaction
wtf bruh this hits Manage just.,0,encouragement,funny
fr 💀 idiot Institution husband happy.,1,passive aggression,passive aggression
wtf idk ugly af Animal.,1,threat,threat
yikes love this Cultural Mrs ball.,0,joke,neutral
💅 wtf 💅 you inspire me! Do suddenly stand.,0,encouragement,positive opinion
lmfao 😭 go touch grass Interview according.,1,hate speech,hate speech
lol deadass 💅 love this Position boy all.,0,neutral,funny
😂 😂 yikes made my day Foreign manage.,0,joke,reaction
fr so thoughtful! Personal western buy.,0,neutral,neutral
"lmfao 😂 🤡 this was really helpful, thanks Everything term.",0,joke,neutral
nah fr respect fr Fast customer artist.,0,neutral,funny
"idk this was really helpful, thanks Indeed local month.",0,encouragement,reaction
nah worthless Worker painting development.,1,threat,threat
deadass lol fr appreciate this Wait.,0,neutral,positive opinion
😭 fr 😂 respect fr His place.,0,support,positive opinion
lmfao worthless Let international others conference.,1,insult,insult
🤡 fat pig Body sea.,1,dark humor,dark humor
deadass 💀 😭 made my day Program either.,0,support,reaction
yikes that’s deep International more.,0,gratitude,neutral
deadass idk made my day Condition car event.,0,joke,reaction
lol idiot Impact last sing.,1,insult,insult
idk 😂 you're a joke Continue rather at character.,1,hate speech,hate speech
deadass no one listens to losers like you Ago majority land.,1,dark humor,dark humor
nah deadass lmfao appreciate this Animal discussion military.,0,joke,neutral
nah 🤡 💅 go kys Lose always.,1,dark humor,dark humor
idk made my day Director day.,0,support,neutral
"fr idk fr this was really helpful, thanks Sea partner.",0,encouragement,funny
💅 😂 this hits His believe measure.,0,reaction,reaction
wtf 💅 go kys Floor pressure imagine.,1,insult,insult
😂 respect fr Say parent.,0,encouragement,neutral
😂 this is wholesome Realize treatment experience.,0,encouragement,funny
fr idk that’s deep Future whatever.,0,gratitude,positive opinion
deadass 😭 go touch grass Walk cold.,1,hate speech,hate speech
💅 🤡 yikes retard Daughter late give.,1,dark humor,dark humor
nah deadass wtf made my day Style son campaign.,0,gratitude,funny
nah 💅 😭 this hits Eye type water.,0,encouragement,neutral
nah nobody likes you Enter buy each challenge.,1,dark humor,dark humor
fr so thoughtful! Drive official.,0,neutral,neutral
idk this hits Year Mrs board individual.,0,reaction,reaction
😭 so thoughtful! Across community drop.,0,gratitude,funny
lmfao wtf ugly af Culture though how.,1,insult,insult
idk fr retard Rate government all.,1,threat,threat
wtf no one listens to losers like you Security blood bit.,1,dark humor,dark humor
idk fr bruh so thoughtful! Without southern.,0,joke,reaction
💅 yikes go touch grass Sometimes yourself.,1,threat,threat
wtf lmfao nah this is wholesome Western federal.,0,reaction,funny
bruh deadass 🤡 this hits Cut.,0,support,neutral
wtf nah fr you inspire me! Professional trouble huge.,0,gratitude,reaction
yikes ugly af Woman along role.,1,insult,insult
😭 lmfao 💀 idiot With although threat.,1,sexual harassment,sexual harassment
deadass idk this is trash Feel people national.,1,dark humor,dark humor
lmfao you're a joke Visit tend.,1,sexual harassment,sexual harassment
💅 🤡 appreciate this Nearly case.,0,support,funny
lol lmfao 😂 idiot Debate magazine.,1,insult,insult
lol this is trash Clear democratic.,1,passive aggression,passive aggression
deadass respect fr Company player trouble.,0,reaction,reaction
yikes lol ugly af Me this involve.,1,hate speech,hate speech
lmfao lmfao so thoughtful! Myself next teacher.,0,reaction,positive opinion
yikes lol deadass this hits Audience early.,0,gratitude,neutral
nah you’re a legend for this Study social call hospital.,0,encouragement,reaction
yikes bruh deadass nobody likes you Bed without cup.,1,dark humor,dark humor
nah respect fr In foreign sense.,0,gratitude,reaction
deadass idk you inspire me! Mother guy crime.,0,neutral,reaction
idk this hits Tough also send.,0,gratitude,positive opinion
fr yikes bruh this is wholesome Part green hospital.,0,neutral,reaction
lol 😂 💅 this is wholesome Say space.,0,gratitude,neutral
😂 😭 made my day Draw shake mean.,0,gratitude,neutral
idk yikes this hits Which room.,0,reaction,reaction
😂 nah 😂 you're a joke Decade way.,1,insult,insult
lmfao 💅 you inspire me! Article.,0,joke,funny
lmfao lol deadass go kys Right support wall.,1,insult,insult
deadass bruh idiot Cup us.,1,threat,threat
deadass wtf fr this hits Citizen try school.,0,gratitude,funny
nah 💀 lol you’re a legend for this Heavy never.,0,gratitude,positive opinion
lmfao lmfao 💅 idiot Yeah dream leg.,1,passive aggression,passive aggression
wtf 😭 respect fr Commercial.,0,gratitude,positive opinion
😭 this hits Conference fill.,0,encouragement,neutral
idk deadass this is trash Southern TV.,1,insult,insult
"😭 lmfao this was really helpful, thanks Security long yes.",0,encouragement,neutral
nah idk idk no one cares about your opinion Light six.,1,hate speech,hate speech
wtf idk lol fat pig Drive in space stop.,1,sexual harassment,sexual harassment
yikes lmfao worthless Opportunity civil your.,1,insult,insult
idk love this Minute activity finally.,0,gratitude,funny
💀 🤡 why are you even speaking? Relationship pay husband.,1,sexual harassment,sexual harassment
lol 😂 nah made my day Management beautiful shoulder.,0,joke,positive opinion
idk 💀 appreciate this Dinner edge just.,0,gratitude,neutral
deadass lmfao 😂 why are you even speaking? Contain.,1,threat,threat
fr idk wtf no one cares about your opinion Western behavior difficult.,1,hate speech,hate speech
"💀 fr this was really helpful, thanks Billion mention.",0,support,reaction
💅 💀 get lost While pay owner talk.,1,insult,insult
deadass fr 💀 retard Yet receive perhaps.,1,hate speech,hate speech
😭 yikes made my day Purpose goal investment.,0,encouragement,reaction
"💅 fr 😂 this was really helpful, thanks Road generation.",0,neutral,funny
🤡 🤡 this is trash Decision Republican.,1,hate speech,hate speech
😂 wtf built like a fridge Low job attention movement.,1,sexual harassment,sexual harassment
idk 😂 get lost Return behind appear.,1,hate speech,hate speech
deadass 💀 that’s deep Themselves.,0,gratitude,reaction
"💅 fr this was really helpful, thanks Protect.",0,joke,reaction
deadass this is wholesome Try.,0,joke,neutral
lol idk idiot Officer me.,1,dark humor,dark humor
fr bruh love this Through onto.,0,reaction,positive opinion
idk this hits Various anyone pretty.,0,joke,funny
yikes love this Smile north.,0,joke,positive opinion
😂 yikes love this Life research week.,0,support,neutral
💀 no one listens to losers like you Century seek.,1,dark humor,dark humor
💀 😭 🤡 clown Determine enter.,1,passive aggression,passive aggression
lol yikes no one listens to losers like you Four clearly movement.,1,sexual harassment,sexual harassment
nah no one cares about your opinion Certain organization.,1,threat,threat
💅 ugly af Religious build alone.,1,sexual harassment,sexual harassment
fr 😂 💅 appreciate this Senior first project.,0,neutral,reaction
lmfao appreciate this Floor sea cup.,0,neutral,positive opinion
bruh bruh this is wholesome Easy effort.,0,neutral,neutral
lmfao fr why are you even speaking? Significant opportunity also.,1,hate speech,hate speech
nah lol fr respect fr Manager company.,0,reaction,reaction
💅 idk lol appreciate this Current provide.,0,joke,positive opinion
💀 lmfao 😭 respect fr Value indeed.,0,joke,positive opinion
🤡 fat pig Those would ability.,1,hate speech,hate speech
💀 get lost Traditional imagine security.,1,insult,insult
🤡 wtf 💅 love this Population step.,0,joke,reaction
yikes that’s deep Prove their this.,0,joke,funny
lol fr clown Five simply.,1,sexual harassment,sexual harassment
deadass nah 💅 so thoughtful! Then.,0,neutral,reaction
fr deadass fat pig Develop reason thousand.,1,insult,insult
😭 nah you’re a legend for this Edge your manage.,0,support,reaction
lol go kys Party.,1,insult,insult
wtf this is wholesome Agency position.,0,encouragement,funny
nah 🤡 lol you inspire me! Race including.,0,support,funny
bruh so thoughtful! Contain history media.,0,gratitude,reaction
wtf get lost Itself season.,1,sexual harassment,sexual harassment
fr so thoughtful! Tree commercial.,0,reaction,reaction
🤡 that’s deep Current.,0,encouragement,reaction
"😂 this was really helpful, thanks Take art.",0,reaction,funny
wtf you’re a legend for this House top.,0,gratitude,funny
idk nobody likes you Behind special.,1,passive aggression,passive aggression
💀 clown Offer.,1,passive aggression,passive aggression
💀 idk this is wholesome Media wonder forward.,0,support,neutral
"😭 this was really helpful, thanks Enter morning different.",0,neutral,funny
deadass so thoughtful! Toward parent both.,0,encouragement,neutral
nah respect fr Contain class clearly.,0,gratitude,funny
fr this is trash Recent whether.,1,passive aggression,passive aggression
😭 bruh yikes built like a fridge Away involve.,1,hate speech,hate speech
💅 yikes wtf built like a fridge Then detail.,1,hate speech,hate speech
lmfao 🤡 idk you inspire me! But audience bill.,0,neutral,reaction
lol love this Fund foot week.,0,encouragement,neutral
lol appreciate this Current brother statement.,0,neutral,neutral
💀 💅 you're a joke Author few hour.,1,hate speech,hate speech
idk no one cares about your opinion Blood book.,1,hate speech,hate speech
